Word,IPA,FREQcount,Zipf,CELEX,Equal # of Syllables
break,breː - ɑk,65,3.175046262408623,brek,False
vergelijkbaar,vər - ɣə - lɛ - ɪk - baːr,64,3.16841568350961,v@r - G@ - lKg - bar,False
trouwpartij,trʌʊ - pɑr - tɛ - ɪ,64,3.16841568350961,trMw - pAr - tK,False
reine,rɛ - ɪ - nə,64,3.16841568350961,rK - n@,False
passagierslijst,pɑ - saː - ɣir - slɛ - ɪst,64,3.16841568350961,pA - sa - Zirs - lKst,False
omschrijving,ɔmsx - rɛ - ɪ - vɪŋ,64,3.16841568350961,Om - sxrK - vIN,False
naderbij,naː - dər - bɛ - ɪ,64,3.16841568350961,na - d@r - bK,False
heiligschennis,hɛ - ɪ - lɪx - sxən - nɪs,64,3.16841568350961,hK - l@x - sxE - n@s,False
dominion,doː - mi - ni - ɔn,64,3.16841568350961,d@ - mIn - j@n,False
uitgeverij,œyt - ɣeː - və - rɛ - ɪ,63,3.161682300850642,Lt - xe - v@ - rK,False
peiling,pɛ - ɪ - lɪŋ,63,3.161682300850642,pK - lIN,False
league,leː - aː - ɣy - ə,63,3.161682300850642,lik,False
kleurrijk,kløːɾ - rɛ - ɪk,63,3.161682300850642,kl| - rKk,False
homoseksualiteit,hoː - moː - zɛk - sy - aː - li - tɛ - ɪt,63,3.161682300850642,ho - mo - sEk - sy - wa - li - tKt,False
aandrijving,aːn - drɛ - ɪ - vɪŋ,63,3.161682300850642,an - drK - vIN,False
wachtlijst,ʋɑxt - lɛ - ɪst,62,3.154842876320336,wAxt - lKst,False
vijftigduizend,vɛ - ɪf - tɪɣ - dœy - zənt,62,3.154842876320336,vKf - t@G - dL - z@nt,False
platenmaatschappij,plaː - tən - maːt - sxɑ - pɛ - ɪ,62,3.154842876320336,pla - t@ - mat - sxA - pK,False
pijnstiller,pɛ - ɪn - stɪ - lər,62,3.154842876320336,pKn - stI - l@r,False
ketterij,kɛ - tə - rɛ - ɪ,62,3.154842876320336,kE - t@ - rK,False
glijmiddel,ɣlɛ - ɪ - mɪ - dɛl,62,3.154842876320336,xlK - mI - d@l,False
gelijkspel,ɣə - lɛ - ɪk - spɛl,62,3.154842876320336,x@ - lKk - spEl,False
bijster,bɛ - ɪ - stɛr,62,3.154842876320336,bKs - t@r,False
slijterij,slɛ - ɪ - tə - rɛ - ɪ,61,3.147894016365008,slK - t@ - rK,False
schoonheidssalon,sxoːnh - ɛ - ɪd - saː - lɔn,61,3.147894016365008,sxon - hKt - sa - lOn,False
money,moː - nə - i,61,3.147894016365008,m} - ni,False
eigenwaarde,ɛ - ɪ - ɣɛn - ʋaːr - də,61,3.147894016365008,K - G@ - war - d@,False
boiler,boː - i - lər,61,3.147894016365008,bOj - l@r,False
zeilboot,zɛ - ɪl - boːt,60,3.140832161877522,zKl - bot,False
wijnkelder,ʋɛ - ɪŋ - kɛl - dər,60,3.140832161877522,wKN - kEl - d@r,False
weigering,ʋɛ - ɪ - ɣə - rɪŋ,60,3.140832161877522,wK - G@ - rIN,False
verzekeringsmaatschappij,vər - zeː - kɪː - rɪŋ - smaːt - sxɑ - pɛ - ɪ,60,3.140832161877522,v@r - ze - k@ - rINs - mat - sxA - pK,False
uitdrijving,œyt - drɛ - ɪ - vɪŋ,60,3.140832161877522,L - drK - vIN,False
mentaliteit,mɛn - taː - li - tɛ - ɪt,60,3.140832161877522,mEn - ta - li - tKt,False
kwijl,kʋɛ - ɪl,60,3.140832161877522,kwKl,False
krijgsgevangene,krɛ - ɪx - sxə - vɑŋ - eː - nə,60,3.140832161877522,krKxs - x@ - vA - N@ - n@,False
gastvrij,ɣɑst - vrɛ - ɪ,60,3.140832161877522,xAst - frK,False
eiser,ɛ - ɪ - zər,60,3.140832161877522,K - s@r,False
vrijster,vrɛ - ɪ - stər,59,3.133653577250398,vrK - st@r,False
verkrijgbaar,vər - krɛ - ɪɣ - baːr,59,3.133653577250398,v@r - krKG - bar,False
slechtheid,slɛx - tɛ - ɪt,59,3.133653577250398,slExt - hKt,False
prijzengeld,prɛ - ɪ - zɛŋ - əlt,59,3.133653577250398,prK - z@ - GElt,False
pijnigen,pɛ - ɪ - nə - ɣən,59,3.133653577250398,pK - n@ - G@,False
getij,ɣə - tɛ - ɪ,59,3.133653577250398,x@ - tK,False
afstijgen,ɑf - stɛ - ɪ - ɣən,59,3.133653577250398,Af - stK - G@,False
vogue,voː - ɣy - ə,58,3.126354338508899,vO - g@,False
voetbalwedstrijd,vut - bɑl - ʋɛt - strɛ - ɪt,58,3.126354338508899,vud - bAl - wEt - strKt,False
toverij,toː - və - rɛ - ɪ,58,3.126354338508899,to - v@ - rK,False
rugpijn,rɵx - pɛ - ɪn,58,3.126354338508899,r}x - pKn,False
kindermeisje,kɪn - dər - mɛ - ɪs - jə,58,3.126354338508899,kIn - d@r - mKs - j@,False
intensiteit,ɪn - tɛn - si - tɛ - ɪt,58,3.126354338508899,In - tEn - zi - tKt,False
vleiend,vlɛ - ɪ - ənt,57,3.118930320429692,vlK - j@nt,False
terugkijken,tə - rɵx - kɛ - ɪ - kən,57,3.118930320429692,t@ - r}x - kK - k@,False
schoolmeisje,sxoːl - mɛ - ɪs - jə,57,3.118930320429692,sxol - mKs - j@,False
ijverig,ɛ - ɪ - və - rəx,57,3.118930320429692,K - v@ - r@x,False
eiken,ɛ - ɪ - kən,57,3.118930320429692,K - k@,False
drijfzand,drɛ - ɪf - zɑnt,57,3.118930320429692,drKf - sAnt,False
bijblijven,bɛ - ɪ - blɛ - ɪ - vən,57,3.118930320429692,bK - blK - v@,False
vijfendertig,vɛ - ɪ - fən - dɛr - təx,56,3.111377182539246,vKf - En - dEr - t@x,False
verschijnsel,vər - sxɛ - ɪn - səl,56,3.111377182539246,v@r - sxKn - s@l,False
steiger,stɛ - ɪ - ɣər,56,3.111377182539246,stK - G@r,False
speeltijd,speːl - tɛ - ɪt,56,3.111377182539246,spel - tKt,False
maneschijn,maː - nɛ - sxɛ - ɪn,56,3.111377182539246,ma - n@ - sxKn,False
langszij,lɑŋ - sɛ - ɪ,56,3.111377182539246,lAN - sK,False
hei,hɛ - ɪ,56,3.111377182539246,hK,False
bouillon,bʌʊ - ɪ - lɔn,56,3.111377182539246,bul - jOn,False
beveiligen,bə - vɛ - ɪ - lə - ɣən,56,3.111377182539246,b@ - vK - l@ - G@,False
ahoi,aːh - oː - i,56,3.111377182539246,a - hOj,False
voortijdig,vɔːr - tɛ - ɪ - dəx,55,3.103690353872955,vor - tK - d@x,False
society,soː - si - ti,55,3.103690353872955,so - sA - j@ - ti,False
oorlogstijd,ɔːr - lɔx - stɛ - ɪt,55,3.103690353872955,or - lOxs - tKt,False
luchtpijp,lɵxt - pɛ - ɪp,55,3.103690353872955,l}xt - pKp,False
bijvullen,bɛ - ɪ - vɵ - lən,55,3.103690353872955,bK - v} - l@,False
bijstellen,bɛ - ɪ - stɛ - lən,55,3.103690353872955,bK - stE - l@,False
heavy,heː - aː - vi,54,3.095865016360999,hE - vi,False
gijzelen,ɣɛ - ɪ - zə - lən,54,3.095865016360999,xK - z@ - l@,False
geheimhouden,ɣəh - ɛ - ɪmh - ʌʊ - dən,54,3.095865016360999,x@ - hKm - hM - d@,False
eindpunt,ɛ - ɪnd - pɵnt,54,3.095865016360999,Knt - p}nt,False
vogelvrij,voː - ɣɛl - vrɛ - ɪ,53,3.087896086689723,vo - G@l - vrK,False
verwijzen,vər - ʋɛ - ɪ - zən,53,3.087896086689723,v@r - wK - z@,False
twijfelachtig,tʋɛ - ɪ - fə - lɑx - təx,53,3.087896086689723,twK - f@l - Ax - t@x,False
tegenstrijdig,teː - ɣən - strɛ - ɪ - dəx,53,3.087896086689723,te - G@ - strK - d@x,False
schijfje,sxɛ - ɪf - jə,53,3.087896086689723,sxKf - j@,False
rijkelui,rɛ - ɪ - kə - lœy,53,3.087896086689723,rK - k@ - lL,False
luchtvaartmaatschappij,lɵxt - vaːrt - maːt - sxɑ - pɛ - ɪ,53,3.087896086689723,l}xt - fart - mat - sxA - pK,False
bijleggen,bɛ - ɪ - lɛ - ɣən,53,3.087896086689723,bK - lE - G@,False
verkleinen,vər - klɛ - ɪ - nən,52,3.079778196467544,v@r - klK - n@,False
uitwijzen,œyt - ʋɛ - ɪ - zən,52,3.079778196467544,Lt - wK - z@,False
tijdverdrijf,tɛ - ɪd - vər - drɛ - ɪf,52,3.079778196467544,tKt - f@r - drKf,False
rijdend,rɛ - ɪ - dənt,52,3.079778196467544,rK - d@nt,False
meelij,meː - lɛ - ɪ,52,3.079778196467544,me - lK,False
leader,leː - aː - dər,52,3.079778196467544,li - d@r,False
indertijd,ɪn - dɛr - tɛ - ɪt,52,3.079778196467544,In - d@r - tKt,False
gewei,ɣə - ʋɛ - ɪ,52,3.079778196467544,x@ - wK,False
geheimzinnigheid,ɣəh - ɛ - ɪm - zɪ - nəx - hɛɪt,52,3.079778196467544,x@ - hKm - zI - n@x - hKt,False
dweilen,dʋɛ - ɪ - lən,52,3.079778196467544,dwK - l@,False
vluchtleiding,vlɵxt - lɛ - ɪ - dɪŋ,51,3.071505670501554,vl}xt - lK - dIN,False
striptease,strɪp - tə - aː - zə,51,3.071505670501554,strIp - tis,False
schietschijf,sxit - sxɛ - ɪf,51,3.071505670501554,sxit - sxKf,False
rijmen,rɛ - ɪ - mən,51,3.071505670501554,rK - m@,False
knokpartij,knɔk - pɑr - tɛ - ɪ,51,3.071505670501554,knOk - pAr - tK,False
inwijding,ɪn - ʋɛ - ɪ - dɪŋ,51,3.071505670501554,In - wK - dIN,False
grapefruit,ɣraː - pɛ - frœyt,51,3.071505670501554,grep - frut,False
geisha,ɣɛ - ɪsh - aː,51,3.071505670501554,gK - Sa,False
bijwerken,bɛ - ɪ - ʋɛr - kən,51,3.071505670501554,bK - wEr - k@,False
besnijdenis,bə - snɛ - ɪ - də - nɪs,51,3.071505670501554,b@ - snK - d@ - nIs,False
aankomsttijd,aːn - kɔm - stɛ - ɪt,51,3.071505670501554,aN - kOms - tKt,False
wrijving,vrɛ - ɪ - vɪŋ,50,3.063072502964691,wrK - vIN,False
wijfie,ʋɛ - ɪ - fi,50,3.063072502964691,wK - fi,False
refrein,rɛ - frɛ - ɪn,50,3.063072502964691,r@ - frKn,False
moraliteit,moː - raː - li - tɛ - ɪt,50,3.063072502964691,mo - ra - li - tKt,False
kustlijn,kɵst - lɛ - ɪn,50,3.063072502964691,k}st - lKn,False
diensttijd,din - stɛ - ɪt,50,3.063072502964691,dins - tKt,False
benijden,bə - nɛ - ɪ - dən,50,3.063072502964691,b@ - nK - d@,False
bedrijfsleider,bə - drɛ - ɪf - slɛ - ɪ - dər,50,3.063072502964691,b@ - drKfs - lK - d@r,False
vrijwilligerswerk,vrɛ - ɪ - ʋɪ - lə - ɣərs - ʋɛrk,49,3.054472331202773,vrK - wI - l@ - G@rs - wErk,False
vergrijpen,vər - ɣrɛ - ɪ - pən,49,3.054472331202773,v@r - GrK - p@,False
seinen,sɛ - ɪ - nən,49,3.054472331202773,sK - n@,False
peilen,pɛ - ɪ - lən,49,3.054472331202773,pK - l@,False
paraatheid,paː - raː - tɛ - ɪt,49,3.054472331202773,pa - rat - hKt,False
mijlpaal,mɛ - ɪl - paːl,49,3.054472331202773,mKl - pal,False
hardware,(en)h - ɑːdw - e - ə(nl),49,3.054472331202773,hArd - w)r,False
everzwijn,eː - vərz - ʋɛ - ɪn,49,3.054472331202773,e - v@r - zwKn,False
afscheidsfeest,ɑf - sxɛ - ɪd - sfeːst,49,3.054472331202773,Af - sxKts - fest,False
vrijgemaakt,vrɛ - ɪ - ɣə - maːkt,48,3.045698406895268,vrK - G@ - makt,False
spijsvertering,spɛ - ɪ - sfər - tɪː - rɪŋ,48,3.045698406895268,spKs - f@r - te - rIN,False
rookgordijn,roːk - ɣɔr - dɛ - ɪn,48,3.045698406895268,rok - xOr - dKn,False
frame,fraː - mə,48,3.045698406895268,frem,False
aangrijpen,aːn - ɣrɛ - ɪ - pən,48,3.045698406895268,aN - GrK - p@,False
verblijfsvergunning,vər - blɛ - ɪf - sfər - ɣɵ - nɪŋ,47,3.036743564242342,v@r - blKfs - f@r - G} - nIN,False
slijmerig,slɛ - ɪ - mə - rəx,47,3.036743564242342,slK - m@ - r@x,False
grijnzen,ɣrɛ - ɪn - zən,47,3.036743564242342,xrKn - z@,False
denkwijze,dɛŋk - ʋɛ - ɪ - zə,47,3.036743564242342,dENk - wK - z@,False
bijenkorf,bɛ - ɪ - əŋ - kɔrf,47,3.036743564242342,bK - j@ - kOrf,False
afscheidsbrief,ɑf - sxɛ - ɪdz - brif,47,3.036743564242342,Af - sxKdz - brif,False
wegwijs,ʋɛɣ - ʋɛ - ɪs,46,3.027600184802472,wEG - wKs,False
tijdloos,tɛ - ɪd - loːs,46,3.027600184802472,tKd - los,False
schijntje,sxɛ - ɪntʲ - ə,46,3.027600184802472,sxKn - tj@,False
piekfijn,pik - fɛ - ɪn,46,3.027600184802472,pik - fKn,False
oprijlaan,ɔ - prɛ - ɪ - laːn,46,3.027600184802472,Op - rK - lan,False
inschrijving,ɪnsx - rɛ - ɪ - vɪŋ,46,3.027600184802472,In - sxrK - vIN,False
bestijgen,bə - stɛ - ɪ - ɣən,46,3.027600184802472,b@ - stK - G@,False
afzijdig,ɑf - zɛ - ɪ - dəx,46,3.027600184802472,Af - sK - d@x,False
vuurpijl,vyr - pɛ - ɪl,45,3.018260158548329,vyr - pKl,False
vleierij,vlɛ - ɪ - ə - rɛ - ɪ,45,3.018260158548329,vlK - j@ - rK,False
verrijzenis,vər - rɛ - ɪ - zə - nɪs,45,3.018260158548329,v@ - rK - z@ - nIs,False
piraterij,pi - raː - tə - rɛ - ɪ,45,3.018260158548329,pi - ra - t@ - rK,False
maillot,meː - ɪ - lɔt,45,3.018260158548329,mA - jo,False
kentekenbewijs,kɛn - tə - kɛn - bə - ʋɛ - ɪs,45,3.018260158548329,kEn - te - k@m - b@ - wKs,False
jachtseizoen,jɑxt - sɛ - ɪ - zun,45,3.018260158548329,jAxt - sK - zun,False
image,i - maː - ʒə,45,3.018260158548329,I - mItS,False
hoogstwaarschijnlijk,hoːxst - ʋaːr - sxɛ - ɪn - lək,45,3.018260158548329,hoxst - war - sxKn - l@k,False
waarschijnlijkheid,ʋaːr - sxɛ - ɪn - lə - khɛɪt,44,3.008714840642098,war - sxKn - l@k - hKt,False
telefoonmaatschappij,teː - lə - foːn - maːt - sxɑ - pɛ - ɪ,44,3.008714840642098,te - l@ - fo - mat - sxA - pK,False
stilzwijgen,stɪlz - ʋɛ - ɪ - ɣən,44,3.008714840642098,stIl - zwK - G@,False
stijfkop,stɛ - ɪf - kɔp,44,3.008714840642098,stKf - kOp,False
slipstream,slɪp - strə - ɑm,44,3.008714840642098,slIp - strim,False
slijpen,slɛ - ɪ - pən,44,3.008714840642098,slK - p@,False
roerei,ru - rɛ - ɪ,44,3.008714840642098,rur - K,False
rivaliteit,ri - vaː - li - tɛ - ɪt,44,3.008714840642098,ri - va - li - tKt,False
ontvangstbewijs,ɔnt - vɑŋst - bə - ʋɛ - ɪs,44,3.008714840642098,Ont - fANzd - b@ - wKs,False
kleineren,klɛ - ɪ - nɪː - rən,44,3.008714840642098,klK - ne - r@,False
ijswater,ɛ - ɪs - ʋaː - tər,44,3.008714840642098,Ks - wa - t@r,False
ijsbeer,ɛ - ɪz - bɪr,44,3.008714840642098,Kz - ber,False
donkey,dɔŋ - kə - i,44,3.008714840642098,dON - ki,False
bijwerking,bɛ - ɪ - ʋɛr - kɪŋ,44,3.008714840642098,bK - wEr - kIN,False
aardrijkskunde,aːr - drɛ - ɪk - skɵn - də,44,3.008714840642098,ard - rKks - k}n - d@,False
weiland,ʋɛ - ɪ - lɑnt,43,2.998955003352942,wK - lAnt,False
tijdig,tɛ - ɪ - dəx,43,2.998955003352942,tK - d@x,False
telefoonbedrijf,teː - lə - foːn - bɛ - drɛ - ɪf,43,2.998955003352942,te - l@ - fom - b@ - drKf,False
surveilleren,sɵr - vɛ - ɪ - lɪː - rən,43,2.998955003352942,s}r - vK - je - r@,False
rozemarijn,roː - zə - maː - rɛ - ɪn,43,2.998955003352942,ro - z@ - ma - rKn,False
onpartijdig,ɔn - pɑr - tɛ - ɪ - dəx,43,2.998955003352942,Om - pAr - tK - d@x,False
lijmen,lɛ - ɪ - mən,43,2.998955003352942,lK - m@,False
inkijken,ɪn - kɛ - ɪ - kən,43,2.998955003352942,IN - kK - k@,False
ijzersterk,ɛ - ɪ - zər - stɛrk,43,2.998955003352942,K - z@r - stErk,False
ijver,ɛ - ɪ - vər,43,2.998955003352942,K - v@r,False
drijvend,drɛ - ɪ - vənt,43,2.998955003352942,drK - v@nt,False
bezwijken,bəz - ʋɛ - ɪ - kən,43,2.998955003352942,b@ - zwK - k@,False
beschermheilige,bə - sxɛrmh - ɛ - ɪ - lə - ɣə,43,2.998955003352942,b@ - sxErm - hK - l@ - G@,False
bedrijfsleven,bə - drɛ - ɪf - sleː - vən,43,2.998955003352942,b@ - drKfs - le - v@,False
zwijgplicht,zʋɛ - ɪx - plɪxt,42,2.988970782446341,zwKx - plIxt,False
vrijpostig,vrɛ - ɪ - pɔ - stəx,42,2.988970782446341,vrK - pOs - t@x,False
vragenlijst,vraː - ɣən - lɛ - ɪst,42,2.988970782446341,vra - G@ - lKst,False
tijdschema,tɛ - ɪd - sxeː - maː,42,2.988970782446341,tKt - sxe - ma,False
rijles,rɛ - ɪ - lɛs,42,2.988970782446341,rK - lEs,False
raffinaderij,rɑ - fi - naː - də - rɛ - ɪ,42,2.988970782446341,rA - fi - na - d@ - rK,False
pijnen,pɛ - ɪ - nən,42,2.988970782446341,pK - n@,False
ongein,ɔn - ɣə - ɪn,42,2.988970782446341,ON - GKn,False
onderwijzeres,ɔn - dər - ʋɛ - ɪ - zə - rɛs,42,2.988970782446341,On - d@r - wK - z@ - rEs,False
heide,hɛ - ɪ - də,42,2.988970782446341,hK - d@,False
gebruiksaanwijzing,ɣə - brœyk - saːn - ʋɛ - ɪ - zɪŋ,42,2.988970782446341,x@ - brLks - an - wK - zIN,False
bedenktijd,bə - dɛŋk - tɛ - ɪt,42,2.988970782446341,b@ - dENk - tKt,False
afgepeigerd,ɑf - ɣə - pɛ - ɪ - ɣərt,42,2.988970782446341,Af - x@ - pK - G@rt,False
aartsvijand,aːrt - sfɛ - ɪ - ɑnt,42,2.988970782446341,arts - fK - jAnt,False
verwijzing,vər - ʋɛ - ɪ - zɪŋ,41,2.978751617264655,v@r - wK - zIN,False
schiereiland,sxi - rɛ - ɪ - lɑnt,41,2.978751617264655,sxir - K - lAnt,False
reinheid,rɛ - ɪ - nhɛɪt,41,2.978751617264655,rKn - hKt,False
overrijden,oː - vər - rɛ - ɪ - dən,41,2.978751617264655,o - v@ - rK - d@,False
overrijden,oː - vər - rɛ - ɪ - dən,41,2.978751617264655,o - v@ - rK - d@,False
onvoorbereid,ɔn - vɔːr - bɪː - rɛ - ɪt,41,2.978751617264655,On - vor - b@ - rKt,False
ijsbaan,ɛ - ɪz - baːn,41,2.978751617264655,Kz - ban,False
gezondheidsdienst,ɣə - zɔndh - ɛ - ɪdz - dinst,41,2.978751617264655,x@ - zOnt - hKdz - dinst,False
dijbeen,dɛ - ɪ - beːn,41,2.978751617264655,dK - ben,False
bijtanken,bɛ - ɪ - tɑŋ - kən,41,2.978751617264655,bK - tEN - k@,False
aansnijden,aːn - snɛ - ɪ - dən,41,2.978751617264655,an - snK - d@,False
vrijspraak,vrɛ - ɪ - spraːk,40,2.96828618358649,vrK - sprak,False
volleybal,vɔ - lə - i - bɑl,40,2.96828618358649,vO - li - bAl,False
superioriteit,sy - pɪː - ri - oː - ri - tɛ - ɪt,40,2.96828618358649,sy - p@ - ri - jo - ri - tKt,False
square,skvaː - rə,40,2.96828618358649,skw)r,False
schrijfmachine,sxrɛ - ɪf - maː - ʃi - nə,40,2.96828618358649,sxrKf - mA - Si - n@,False
publiciteitsstunt,pɵ - bli - si - tɛ - ɪt - stɵnt,40,2.96828618358649,py - bli - si - tKt - st}nt,False
omrijden,ɔm - rɛ - ɪ - dən,40,2.96828618358649,Om - rK - d@,False
meelijwekkend,meː - lɛ - ɪ - ʋɛ - kənt,40,2.96828618358649,me - lK - wE - k@nt,False
hijgen,hɛ - ɪ - ɣən,40,2.96828618358649,hK - G@,False
blijde,blɛ - ɪ - də,40,2.96828618358649,blK - d@,False
bijzaak,bɛ - ɪ - zaːk,40,2.96828618358649,bK - zak,False
beauty,bə - ʌʊ - ti,40,2.96828618358649,bju - ti,False
anonimiteit,aː - noː - ni - mi - tɛ - ɪt,40,2.96828618358649,a - no - ni - mi - tKt,False
veiligheidsgordel,vɛ - ɪ - lɪxh - ɛ - ɪd - sxɔr - dɛl,39,2.957562318194717,vK - l@x - hKts - xOr - d@l,False
veilen,vɛ - ɪ - lən,39,2.957562318194717,vK - l@,False
tube,ty - bə,39,2.957562318194717,tSup,False
toentertijd,tun - tɛr - tɛ - ɪt,39,2.957562318194717,tun - tEr - tKt,False
strijdbijl,strɛ - ɪd - bɛ - ɪl,39,2.957562318194717,strKd - bKl,False
rondreizen,rɔn - drɛ - ɪ - zən,39,2.957562318194717,rOnd - rK - z@,False
overschrijden,oː - vərsx - rɛ - ɪ - dən,39,2.957562318194717,o - v@r - sxrK - d@,False
opstrijken,ɔp - strɛ - ɪ - kən,39,2.957562318194717,Op - strK - k@,False
eigendunk,ɛ - ɪ - ɣən - dɵŋk,39,2.957562318194717,K - G@ - d}Nk,False
dichtheid,dɪx - tɛ - ɪt,39,2.957562318194717,dIxt - hKt,False
bijou,bɛ - ɪ - ʌʊ,39,2.957562318194717,bi - Zu,False
uitwijken,œyt - ʋɛ - ɪ - kən,38,2.946566933893254,Lt - wK - k@,False
tijdklok,tɛ - ɪd - klɔk,38,2.946566933893254,tKt - klOk,False
tenue,teː - ny - ə,38,2.946566933893254,t@ - ny,False
strafpleiter,strɑf - plɛ - ɪ - tər,38,2.946566933893254,strAf - plK - t@r,False
statement,staː - tə - mɛnt,38,2.946566933893254,stet - m@nt,False
stagiaire,staː - ɣi - ɛː - rə,38,2.946566933893254,sta - Z) - r@,False
schoolplein,sxoːl - plɛ - ɪn,38,2.946566933893254,sxol - plKn,False
schijthuis,sxɛ - ɪ - tœys,38,2.946566933893254,sxKt - hLs,False
porseleinen,pɔr - sə - lɛ - ɪ - nən,38,2.946566933893254,pOr - s@ - lK - n@,False
ongrijpbaar,ɔn - ɣrɛ - ɪp - baːr,38,2.946566933893254,ON - GrK - bar,False
motorrijder,moː - tɔɾ - rɛ - ɪ - dər,38,2.946566933893254,mo - tO - rK - d@r,False
medicijnkastje,meː - di - sɛ - ɪŋ - kɑstʲ - ə,38,2.946566933893254,me - di - sKN - kAst - j@,False
landmijn,lɑnd - mɛ - ɪn,38,2.946566933893254,lAnd - mKn,False
fanmail,fɑn - meː - ɪl,38,2.946566933893254,fEn - mel,False
entiteit,ɛn - ti - tɛ - ɪt,38,2.946566933893254,En - ti - tKt,False
drijfveer,drɛ - ɪf - vɪr,38,2.946566933893254,drK - fer,False
arbeidsbureau,ɑr - bɛ - ɪdz - by - roː,38,2.946566933893254,Ar - bKdz - by - ro,False
zijdeur,zɛ - ɪ - døːr,37,2.935285923483565,zK - d|r,False
vrijbrief,vrɛ - ɪ - brif,37,2.935285923483565,vrK - brif,False
verstrijken,vər - strɛ - ɪ - kən,37,2.935285923483565,v@r - strK - k@,False
uitsnijden,œyt - snɛ - ɪ - dən,37,2.935285923483565,Lt - snK - d@,False
ontoereikend,ɔn - tu - rɛ - ɪ - kənt,37,2.935285923483565,On - tu - rK - k@nt,False
legitimatiebewijs,leː - ɣi - ti - maː - ti - bə - ʋɛ - ɪs,37,2.935285923483565,le - Gi - ti - ma - tsi - b@ - wKs,False
landerijen,lɑn - də - rɛ - ɪ - ən,37,2.935285923483565,lAn - d@ - rK - j@,False
jasmijn,jɑ - smɛ - ɪn,37,2.935285923483565,jAs - mKn,False
handbereik,hɑnd - bɪː - rɛ - ɪk,37,2.935285923483565,hAnd - b@ - rKk,False
echtheid,ɛx - tɛ - ɪt,37,2.935285923483565,Ext - hKt,False
drukkerij,drɵ - kə - rɛ - ɪ,37,2.935285923483565,dr} - k@ - rK,False
controversieel,kɔn - troː - vɛr - si - eːl,37,2.935285923483565,kOn - tro - vEr - Sel,False
bijziend,bɛ - ɪ - zint,37,2.935285923483565,bK - zint,False
beroepsgeheim,bə - rup - sxəh - ɛ - ɪm,37,2.935285923483565,b@ - rups - x@ - hKm,False
afscheidskus,ɑf - sxɛ - ɪd - skɵs,37,2.935285923483565,Af - sxKts - k}s,False
wedijveren,ʋɛ - tɛ - ɪ - və - rən,36,2.92370405093375,wEd - K - v@ - r@,False
vrijdagmiddag,vrɛ - ɪ - dɑɣ - mɪ - dɑx,36,2.92370405093375,vrK - dAx - mI - dAx,False
talrijk,tɑl - rɛ - ɪk,36,2.92370405093375,tAl - rKk,False
stijging,stɛ - ɪ - ɣɪŋ,36,2.92370405093375,stK - GIN,False
onrein,ɔn - rɛ - ɪn,36,2.92370405093375,On - rKn,False
ongerustheid,ɔn - ɣə - rɵ - stɛ - ɪt,36,2.92370405093375,ON - G@ - r}st - hKt,False
omleiding,ɔm - lɛ - ɪ - dɪŋ,36,2.92370405093375,Om - lK - dIN,False
ogenschijnlijk,oː - ɣən - sxɛ - ɪn - lək,36,2.92370405093375,o - G@ - sxKn - l@k,False
levenslijn,leː - vən - slɛ - ɪn,36,2.92370405093375,le - v@s - lKn,False
krijsen,krɛ - ɪ - sən,36,2.92370405093375,krK - s@,False
ijzerwinkel,ɛ - ɪ - zər - ʋɪŋ - kɛl,36,2.92370405093375,K - z@r - wIN - k@l,False
gelijktijdig,ɣə - lɛ - ɪk - tɛ - ɪ - dəx,36,2.92370405093375,x@ - lKk - tK - d@x,False
dijk,dɛ - ɪk,36,2.92370405093375,dKk,False
complexiteit,kɔm - plɛk - si - tɛ - ɪt,36,2.92370405093375,kOm - plEk - si - tKt,False
chagrijn,ʃɑ - ɣrɛ - ɪn,36,2.92370405093375,SA - GrKn,False
bladzij,blɑd - zɛ - ɪ,36,2.92370405093375,blAt - sK,False
bijdehandje,bɛ - ɪ - deːh - ɑnt - jə,36,2.92370405093375,bK - d@ - hAnt - j@,False
afscheidscadeau,ɑf - sxɛ - ɪd - skaː - doː,36,2.92370405093375,Af - sxKts - ka - do,False
afscheiding,ɑf - sxɛ - ɪ - dɪŋ,36,2.92370405093375,Af - sxK - dIN,False
verwijdering,vər - ʋɛ - ɪ - də - rɪŋ,35,2.911804827634042,v@r - wK - d@ - rIN,False
schijnheilig,sxɛ - ɪnh - ɛ - ɪ - ləx,35,2.911804827634042,sxKn - hK - l@x,False
rijder,rɛ - ɪ - dər,35,2.911804827634042,rK - d@r,False
revue,reː - vy - ə,35,2.911804827634042,r@ - vy,False
repertoire,reː - pər - toː - i - rə,35,2.911804827634042,re - p@r - twar,False
priorij,pri - oː - rɛ - ɪ,35,2.911804827634042,pri - jo - rK,False
mailen,meː - ɪ - lən,35,2.911804827634042,me - l@,False
honderdvijftig,hɔn - dərd - vɛ - ɪf - təx,35,2.911804827634042,hOn - d@rt - fKf - t@x,False
eigenares,ɛ - ɪ - ɣə - naː - rɛs,35,2.911804827634042,K - G@ - na - rEs,False
boycot,boː - i - kɔt,35,2.911804827634042,bOj - kOt,False
achterzijde,ɑx - tər - zɛ - ɪ - də,35,2.911804827634042,Ax - t@r - zK - d@,False
wachttijd,ʋɑx - tɛ - ɪt,34,2.89957037121703,wAx - tKt,False
vrijstelling,vrɛ - ɪ - stɛ - lɪŋ,34,2.89957037121703,vrK - stE - lIN,False
