Word,IPA,FREQcount,Zipf,CELEX
blokkeren,blɔ - kɪː - rən,207,3.673565661829516,blO - ke - r@
babbelen,bɑ - bə - lən,207,3.673565661829516,bA - b@ - l@
viezerik,vi - zɪː - rɪk,206,3.671472672323672,vi - z@ - rIk
veroordeling,və - rɔːr - də - lɪŋ,206,3.671472672323672,v@r - or - de - lIN
verhongeren,vərh - ɔŋ - ə - rən,206,3.671472672323672,v@r - hO - N@ - r@
vastbinden,vɑst - bɪn - dən,206,3.671472672323672,vAzd - bIn - d@
up,(en)ʌp(nl),206,3.671472672323672,}p
uitlachen,œyt - lɑx - ən,206,3.671472672323672,Lt - lA - x@
specifiek,speː - si - fik,206,3.671472672323672,spe - si - fik
roekeloos,ru - kə - loːs,206,3.671472672323672,ru - k@ - los
qua,kvaː,206,3.671472672323672,kwa
menens,meː - nəns,206,3.671472672323672,me - n@ns
junk,jɵŋk,206,3.671472672323672,_}Nk
juf,jɵf,206,3.671472672323672,j}f
gunstig,ɣɵn - stəx,206,3.671472672323672,x}n - st@x
gezonken,ɣə - zɔŋ - kən,206,3.671472672323672,x@ - zON - k@
fotograferen,foː - tɔ - ɣraː - fɪː - rən,206,3.671472672323672,fo - to - Gra - fe - r@
drang,drɑŋ,206,3.671472672323672,drAN
beschaamd,bə - sxaːmt,206,3.671472672323672,b@ - sxamt
medeplichtig,meː - dɛ - plɪx - təx,205,3.669369547235908,me - d@ - plIx - t@x
kutwijf,kɵt - ʋɛ - ɪf,205,3.669369547235908,k}t - wKf
kauwen,kʌʊ - ən,205,3.669369547235908,kM - w@
kaliber,kaː - li - bər,205,3.669369547235908,ka - li - b@r
hoeken,hu - kən,205,3.669369547235908,hu - k@
groente,ɣrun - tə,205,3.669369547235908,xrun - t@
ginder,ɣɪn - dər,205,3.669369547235908,xIn - d@r
gewijzigd,ɣə - ʋɛ - ɪ - zɪxt,205,3.669369547235908,x@ - wK - z@xt
geschoren,ɣə - sxoː - rən,205,3.669369547235908,x@ - sxo - r@
dook,doːk,205,3.669369547235908,dok
begrijpelijk,bə - ɣrɛ - ɪ - pə - lək,205,3.669369547235908,b@ - GrK - p@ - l@k
avonturen,aː - vɔn - ty - rən,205,3.669369547235908,a - vOn - ty - r@
adopteren,aː - dɔp - tɪː - rən,205,3.669369547235908,a - dOp - te - r@
zege,zeː - ɣə,204,3.667256187922509,ze - G@
tasje,tɑs - jə,204,3.667256187922509,tAs - j@
rauw,rʌʊ,204,3.667256187922509,rMw
legitimatie,leː - ɣi - ti - maːt - si,204,3.667256187922509,le - Gi - ti - ma - tsi
fluiten,flœy - tən,204,3.667256187922509,flL - t@
dreun,drøːn,204,3.667256187922509,dr|n
doodslag,doːd - slɑx,204,3.667256187922509,dot - slAx
bezoeker,bə - zu - kər,204,3.667256187922509,b@ - zu - k@r
bewonderen,bə - ʋɔn - də - rən,204,3.667256187922509,b@ - wOn - d@ - r@
bewerken,bə - ʋɛr - kən,204,3.667256187922509,b@ - wEr - k@
beroeps,bə - rups,204,3.667256187922509,b@ - rups
bandiet,bɑn - dit,204,3.667256187922509,bAn - dit
ademhaling,aː - dɛmh - aː - lɪŋ,204,3.667256187922509,a - d@m - ha - lIN
weerwolf,ʋɪːr - ʋɔlf,203,3.665132494292653,wer - wOlf
vernielen,vər - ni - lən,203,3.665132494292653,v@r - ni - l@
terugweg,tə - rɵx - ʋɛx,203,3.665132494292653,t@ - r}G - wEx
tennis,tɛ - nɪs,203,3.665132494292653,tE - n@s
standbeeld,stɑnd - beːlt,203,3.665132494292653,stAnd - belt
stadhuis,stɑdh - œys,203,3.665132494292653,stAt - hLs
schuldige,sxɵl - də - ɣə,203,3.665132494292653,sx}l - d@ - G@
regio,reː - ɣi - oː,203,3.665132494292653,re - Gi - jo
rebel,reː - bɛl,203,3.665132494292653,r@ - bEl
pervers,pɛr - vərs,203,3.665132494292653,pEr - vErs
parade,paː - raː - də,203,3.665132494292653,pa - ra - d@
opdrinken,ɔp - drɪŋ - kən,203,3.665132494292653,Ob - drIN - k@
lopend,loː - pənt,203,3.665132494292653,lo - p@nt
gluren,ɣly - rən,203,3.665132494292653,xly - r@
fataal,faː - taːl,203,3.665132494292653,fa - tal
afwezigheid,ɑf - ʋeː - zəxh - ɛ - ɪt,203,3.665132494292653,Af - we - z@x - hKt
vulkaan,vɵl - kaːn,202,3.662998364779968,v}l - kan
verwijt,vər - ʋɛ - ɪt,202,3.662998364779968,v@r - wKt
verhoren,vərh - oː - rən,202,3.662998364779968,v@r - ho - r@
snee,sneː,202,3.662998364779968,sne
schep,sxɛp,202,3.662998364779968,sxEp
portie,pɔrt - si,202,3.662998364779968,pOr - si
onhandig,ɔnh - ɑn - dəx,202,3.662998364779968,On - hAn - d@x
ongeduldig,ɔn - ɣə - dɵl - dəx,202,3.662998364779968,ON - G@ - d}l - d@x
morgenmiddag,mɔr - ɣən - mɪ - dɑx,202,3.662998364779968,mOr - G@ - mI - dAx
mantel,mɑn - təl,202,3.662998364779968,mAn - t@l
integriteit,ɪn - tɛ - ɣri - tɛ - ɪt,202,3.662998364779968,In - te - Gri - tKt
definitie,deː - fi - nit - si,202,3.662998364779968,de - fi - ni - tsi
continu,kɔn - ti - ny,202,3.662998364779968,kOn - ti - ny
binnenvallen,bɪ - nən - vɑ - lən,202,3.662998364779968,bI - n@ - vA - l@
adrenaline,ɑ - drə - naː - li - nə,202,3.662998364779968,Ad - re - na - li - n@
achterdochtig,ɑx - tər - dɔx - təx,202,3.662998364779968,Ax - t@r - dOx - t@x
aanvoerder,aːn - vur - dər,202,3.662998364779968,an - vur - d@r
verhoog,vərh - oːx,201,3.660853696313378,v@r - hox
uitdelen,œyt - deː - lən,201,3.660853696313378,L - de - l@
strijken,strɛ - ɪ - kən,201,3.660853696313378,strK - k@
stormen,stɔr - mən,201,3.660853696313378,stOr - m@
special,speː - ʃɑl,201,3.660853696313378,spE - S@l
slaag,slaːx,201,3.660853696313378,slax
recherche,rə - ʃɛr - ʃə,201,3.660853696313378,r@ - SEr - Z@
rammel,rɑ - məl,201,3.660853696313378,rA - m@l
prik,prɪk,201,3.660853696313378,prIk
minnares,mɪ - naː - rɛs,201,3.660853696313378,mI - na - rEs
meespelen,meː - speː - lən,201,3.660853696313378,me - spe - l@
knielen,kni - lən,201,3.660853696313378,kni - l@
elimineren,eː - li - mi - nɪː - rən,201,3.660853696313378,e - li - mi - ne - r@
blijk,blɛ - ɪk,201,3.660853696313378,blKk
afgerond,ɑf - ɣə - rɔnt,201,3.660853696313378,Af - x@ - rOnt
aangifte,aːn - ɣɪf - tə,201,3.660853696313378,aN - GIf - t@
vetzak,vɛt - zɑk,200,3.658698384287244,vEt - sAk
vaas,vaːs,200,3.658698384287244,vas
suf,sɵf,200,3.658698384287244,s}f
spike,spi - kə,200,3.658698384287244,spAjk
schakelaar,sxaː - kə - laːr,200,3.658698384287244,sxa - k@ - lar
patat,paː - tɑt,200,3.658698384287244,pa - tAt
opbrengen,ɔp - brɛŋ - ən,200,3.658698384287244,O - brE - N@
onvermijdelijk,ɔn - vər - mɛ - ɪ - də - lək,200,3.658698384287244,On - v@r - mK - d@ - l@k
oneindig,ɔ - nɛ - ɪn - dəx,200,3.658698384287244,On - Kn - d@x
natuurkunde,naː - tyr - kɵn - də,200,3.658698384287244,na - tyr - k}n - d@
madonna,maː - dɔ - naː,200,3.658698384287244,ma - dO - na
ingeschreven,ɪn - ɣəsx - reː - vən,200,3.658698384287244,IN - G@ - sxre - v@
historisch,hɪ - stoː - ris,200,3.658698384287244,his - to - ris
farao,faː - rʌʊ,200,3.658698384287244,fa - ra - o
blondje,blɔnt - jə,200,3.658698384287244,blOnt - j@
achterhoofd,ɑx - tərh - oːft,200,3.658698384287244,Ax - t@r - hoft
voorval,vɔːr - vɑl,199,3.656532322530736,vor - vAl
troosten,troː - stən,199,3.656532322530736,tros - t@
stomkop,stɔm - kɔp,199,3.656532322530736,stOm - kOp
schijf,sxɛ - ɪf,199,3.656532322530736,sxKf
ombrengen,ɔm - brɛŋ - ən,199,3.656532322530736,Om - brE - N@
namiddag,naː - mɪ - dɑx,199,3.656532322530736,na - mI - dAx
mengen,mɛŋ - ən,199,3.656532322530736,mE - N@
lichtjes,lɪxtʲ - əs,199,3.656532322530736,lIxt - j@s
levering,leː - və - rɪŋ,199,3.656532322530736,le - v@ - rIN
kompas,kɔm - pɑs,199,3.656532322530736,kOm - pAs
klaarstaan,klaːr - staːn,199,3.656532322530736,klar - stan
bakboord,bɑk - bɔːrt,199,3.656532322530736,bAg - bort
verlossen,vər - lɔ - sən,198,3.654355403276461,v@r - lO - s@
verdoving,vər - doː - vɪŋ,198,3.654355403276461,v@r - do - vIN
puree,py - reː,198,3.654355403276461,py - re
permanent,pɛr - maː - nɛnt,198,3.654355403276461,pEr - ma - nEnt
ontrouw,ɔn - trʌʊ,198,3.654355403276461,On - trMw
ontrouw,ɔn - trʌʊ,198,3.654355403276461,On - trMw
omkeren,ɔm - kɪː - rən,198,3.654355403276461,Om - ke - r@
oen,un,198,3.654355403276461,un
molen,moː - lən,198,3.654355403276461,mo - l@
mep,mɛp,198,3.654355403276461,mEp
map,mɑp,198,3.654355403276461,mAp
krankzinnige,krɑŋk - zɪ - nə - ɣə,198,3.654355403276461,krANk - sI - n@ - G@
kantine,kɑn - ti - nə,198,3.654355403276461,kAn - ti - n@
inbreker,ɪn - breː - kər,198,3.654355403276461,Im - bre - k@r
hoeden,hu - dən,198,3.654355403276461,hu - d@
geneesmiddel,ɣə - neː - smɪ - dɛl,198,3.654355403276461,x@ - nes - mI - d@l
duimen,dœy - mən,198,3.654355403276461,dL - m@
decaan,deː - kaːn,198,3.654355403276461,de - kan
afronden,ɑ - frɔn - dən,198,3.654355403276461,Af - rOn - d@
zorgvuldig,zɔrɣ - vɵl - dəx,197,3.652167517128285,zOrx - f}l - d@x
web,ʋɛp,197,3.652167517128285,wEp
sliepen,sli - pən,197,3.652167517128285,sli - p@
schandalig,sxɑn - daː - ləx,197,3.652167517128285,sxAn - da - l@x
regenboog,reː - ɣən - boːx,197,3.652167517128285,re - G@m - box
overslaan,oː - vər - slaːn,197,3.652167517128285,o - v@r - slan
ongelukkige,ɔn - ɣə - lɵ - kə - ɣə,197,3.652167517128285,ON - G@ - l} - k@ - G@
melkweg,mɛlk - ʋɛx,197,3.652167517128285,mElk - wEx
gokker,ɣɔ - kər,197,3.652167517128285,xO - k@r
bowlen,bɔʋ - lən,197,3.652167517128285,bo - l@
beul,bøːl,197,3.652167517128285,b|l
baai,baːj,197,3.652167517128285,baj
astronaut,ɑ - stroː - nʌʊt,197,3.652167517128285,As - tro - nMt
wippen,ʋɪ - pən,196,3.649968553028347,wI - p@
stropdas,strɔp - dɑs,196,3.649968553028347,strOb - dAs
staar,staːr,196,3.649968553028347,star
medewerker,meː - də - ʋɛr - kər,196,3.649968553028347,me - d@ - wEr - k@r
mams,mɑms,196,3.649968553028347,mAms
lanceren,lɑn - sɪː - rən,196,3.649968553028347,lAn - se - r@
daaronder,daː - rɔn - dər,196,3.649968553028347,dar - On - d@r
aankunnen,aːn - kɵ - nən,196,3.649968553028347,aN - k} - n@
waarnaar,ʋaːr - naːr,195,3.647758398223231,war - nar
vijfduizend,vɛ - ɪv - dœy - zənt,195,3.647758398223231,vKv - dL - z@nt
ronden,rɔn - dən,195,3.647758398223231,rOn - d@
ontploffing,ɔnt - plɔ - fɪŋ,195,3.647758398223231,Ont - plO - fIN
onbeschoft,ɔn - bə - sxɔft,195,3.647758398223231,Om - b@ - sxOft
muts,mɵts,195,3.647758398223231,m}ts
marteling,mɑr - tə - lɪŋ,195,3.647758398223231,mAr - t@ - lIN
konvooi,kɔn - voːj,195,3.647758398223231,kOn - voj
kapotmaken,kaː - pɔt - maː - kən,195,3.647758398223231,ka - pOt - ma - k@
jongelui,jɔŋ - ə - lœy,195,3.647758398223231,jO - N@ - lL
huisbaas,hœyz - baːs,195,3.647758398223231,hLz - bas
gordijn,ɣɔr - dɛ - ɪn,195,3.647758398223231,xOr - dKn
geschut,ɣə - sxɵt,195,3.647758398223231,x@ - sx}t
communist,kɔ - my - nɪst,195,3.647758398223231,kO - my - nIst
capsule,kɑp - sy - lə,195,3.647758398223231,kAp - sy - l@
activeren,ɑk - ti - vɪː - rən,195,3.647758398223231,Ak - ti - ve - r@
aanbidden,aːn - bɪ - dən,195,3.647758398223231,am - bI - d@
weerhouden,ʋɪːrh - ʌʊ - dən,194,3.645536938229273,wer - hM - d@
voorover,vɔː - roː - vər,194,3.645536938229273,vor - o - v@r
verven,vər - vɛn,194,3.645536938229273,vEr - v@
uitgerekend,œyt - ɣə - reː - kənt,194,3.645536938229273,Lt - x@ - re - k@nt
stapelgek,staː - pɛl - ɣɛk,194,3.645536938229273,sta - p@l - GEk
speeltje,speːltʲ - ə,194,3.645536938229273,spel - tj@
sollen,sɔ - lən,194,3.645536938229273,sO - l@
schoonzoon,sxoːn - zoːn,194,3.645536938229273,sxon - zon
opwarmen,ɔp - ʋɑr - mən,194,3.645536938229273,Op - wAr - m@
moordzaak,mɔːrd - zaːk,194,3.645536938229273,mort - sak
kapel,kaː - pɛl,194,3.645536938229273,kA - pEl
granaten,ɣraː - naː - tən,194,3.645536938229273,xra - na - t@
genezing,ɣə - neː - zɪŋ,194,3.645536938229273,x@ - ne - zIN
geluksdag,ɣə - lɵkz - dɑx,194,3.645536938229273,x@ - l}gz - dAx
fluisteren,flœy - stə - rən,194,3.645536938229273,flLs - t@ - r@
apotheek,aː - pɔ - teːk,194,3.645536938229273,A - po - tek
antiek,ɑn - tik,194,3.645536938229273,An - tik
ziekenwagen,zi - kɛn - ʋaː - ɣən,193,3.643304056796981,zi - k@ - wa - G@
stichting,stɪx - tɪŋ,193,3.643304056796981,stIx - tIN
schepsel,sxɛp - səl,193,3.643304056796981,sxEp - s@l
optillen,ɔp - tɪ - lən,193,3.643304056796981,Op - tI - l@
logboek,lɔɣ - buk,193,3.643304056796981,lOG - buk
lichter,lɪx - tər,193,3.643304056796981,lIx - t@r
kruising,krœy - zɪŋ,193,3.643304056796981,krL - sIN
hok,hɔk,193,3.643304056796981,hOk
handhaven,hɑndh - aː - vən,193,3.643304056796981,hAnt - ha - v@
graan,ɣraːn,193,3.643304056796981,xran
gevangenisstraf,ɣə - vɑŋ - ə - nɪ - strɑf,193,3.643304056796981,x@ - vA - N@ - nI - strAf
fusie,fy - zi,193,3.643304056796981,fy - zi
enthousiasme,ɛn - tu - ʒɑ - smə,193,3.643304056796981,En - tu - ZAs - m@
boekhouder,bukh - ʌʊ - dər,193,3.643304056796981,buk - hM - d@r
balie,baː - li,193,3.643304056796981,ba - li
afwezig,ɑf - ʋeː - zəx,193,3.643304056796981,Af - we - z@x
afhalen,ɑfh - aː - lən,193,3.643304056796981,Af - ha - l@
voortzetten,vɔːrt - zɛ - tən,192,3.641059635874528,vort - sE - t@
schijnbaar,sxɛ - ɪn - baːr,192,3.641059635874528,sxKm - bar
panama,paː - naː - maː,192,3.641059635874528,pA - na - ma
memo,meː - moː,192,3.641059635874528,me - mo
medaillon,meː - dɑj - lɔn,192,3.641059635874528,me - dAl - jOn
knoflook,knɔ - floːk,192,3.641059635874528,knOf - lok
klassiek,klɑ - sik,192,3.641059635874528,klA - sik
honk,hɔŋk,192,3.641059635874528,hONk
hoezeer,hu - zɪr,192,3.641059635874528,hu - zer
exclusief,ɛk - skly - zif,192,3.641059635874528,Eks - kly - zif
eroverheen,ɛ - roː - vərh - eːn,192,3.641059635874528,Er - o - v@r - hen
eindeloos,ɛ - ɪn - də - loːs,192,3.641059635874528,Kn - d@ - los
darcy,dɑr - si,192,3.641059635874528,dAr - si
conventie,kɔn - vɛnt - si,192,3.641059635874528,kOn - vEn - si
zegel,zeː - ɣəl,191,3.638803555570304,ze - G@l
vingerafdruk,vɪŋ - ɪː - rɑv - drɵk,191,3.638803555570304,vI - N@r - Av - dr}k
trofee,troː - feː,191,3.638803555570304,tro - fe
strop,strɔp,191,3.638803555570304,strOp
smoes,smus,191,3.638803555570304,smus
schildpad,sxɪld - pɑt,191,3.638803555570304,sxIlt - pAt
rubber,rɵ - bər,191,3.638803555570304,r} - b@r
rits,rɪts,191,3.638803555570304,rIts
rapporteren,rɑ - pɔr - tɪː - rən,191,3.638803555570304,rA - pOr - te - r@
ontbreken,ɔnt - breː - kən,191,3.638803555570304,Ond - bre - k@
onroerend,ɔn - ru - rənt,191,3.638803555570304,On - ru - r@nt
nauwkeurig,nʌʊ - køː - rəx,191,3.638803555570304,nMw - k| - r@x
mummie,mɵ - mi,191,3.638803555570304,m} - mi
levensstijl,leː - vən - stɛ - ɪl,191,3.638803555570304,le - v@ - stKl
kieskeurig,ki - skøː - rəx,191,3.638803555570304,kis - k| - r@x
kas,kɑs,191,3.638803555570304,kAs
karate,kaː - raː - tə,191,3.638803555570304,ka - ra - t@
ge,ɣə,191,3.638803555570304,x@
chic,ʃɪk,191,3.638803555570304,Sik
ambitieus,ɑm - bi - ʃøːs,191,3.638803555570304,Am - bi - tS|s
veroordeelde,və - rɔːr - deːl - də,190,3.636535694114482,v@r - or - del - d@
stoffen,stɔ - fən,190,3.636535694114482,stO - f@
sprekend,spreː - kənt,190,3.636535694114482,spre - k@nt
provincie,proː - vɪn - si,190,3.636535694114482,pro - vIn - si
oogsten,oːx - stən,190,3.636535694114482,oxs - t@
loper,loː - pər,190,3.636535694114482,lo - p@r
knapper,knɑ - pər,190,3.636535694114482,knA - p@r
halsband,hɑlz - bɑnt,190,3.636535694114482,hAlz - bAnt
formeel,fɔr - meːl,190,3.636535694114482,fOr - mel
flirt,flɪrt,190,3.636535694114482,fl}rt
chirurgie,ʃi - rɵr - ɣi,190,3.636535694114482,Si - r}r - Gi
bil,bɪl,190,3.636535694114482,bIl
betrokkenheid,bə - trɔ - kənh - ɛ - ɪt,190,3.636535694114482,b@ - trO - k@ - hKt
beton,bə - tɔn,190,3.636535694114482,b@ - tOn
bankrekening,bɑŋ - krə - keː - nɪŋ,190,3.636535694114482,bANk - re - k@ - nIN
baken,baː - kən,190,3.636535694114482,ba - k@
artillerie,ɑr - tɪ - lə - ri,190,3.636535694114482,Ar - ti - l@ - ri
amulet,aː - my - lɛt,190,3.636535694114482,a - my - lEt
aderen,aː - də - rən,190,3.636535694114482,a - d@ - r@
aapje,aːp - jə,190,3.636535694114482,ap - j@
vorst,vɔrst,189,3.634255927819583,vOrst
vijver,vɛ - ɪ - vər,189,3.634255927819583,vK - v@r
taxichauffeur,tɑk - sɪx - ʌʊ - føːr,189,3.634255927819583,tAk - si - So - f|r
schoorsteen,sxɔːr - steːn,189,3.634255927819583,sxor - sten
rekken,rɛ - kən,189,3.634255927819583,rE - k@
professional,proː - fɛ - ʃoː - nɑl,189,3.634255927819583,pro - fE - So - n@l
pokeren,poː - kə - rən,189,3.634255927819583,po - k@ - r@
nationaal,naː - ʃoː - naːl,189,3.634255927819583,nA - tSo - nal
kampioenschap,kɑm - pi - un - sxɑp,189,3.634255927819583,kAm - pi - jun - sxAp
jet,jɛt,189,3.634255927819583,_Et
hechtenis,hɛx - tə - nɪs,189,3.634255927819583,hEx - t@ - nIs
handtas,hɑn - tɑs,189,3.634255927819583,hAn - tAs
geacht,ɣə - ɑxt,189,3.634255927819583,x@ - Axt
boeman,bu - mɑn,189,3.634255927819583,bu - mAn
bitter,bɪ - tər,189,3.634255927819583,bI - t@r
afgebroken,ɑf - ɣə - broː - kən,189,3.634255927819583,Af - x@ - bro - k@
zuipen,zœy - pən,188,3.631964131039999,zL - p@
zeiken,zɛ - ɪ - kən,188,3.631964131039999,zK - k@
visser,vɪ - sər,188,3.631964131039999,vI - s@r
viool,vi - oːl,188,3.631964131039999,vi - jol
verdoemd,vər - dumt,188,3.631964131039999,v@r - dumt
verbouwen,vər - bʌʊ - ən,188,3.631964131039999,v@r - bM - w@
verassing,və - rɑ - sɪŋ,188,3.631964131039999,v@r - A - sIN
tikje,tɪk - jə,188,3.631964131039999,tIk - j@
tang,tɑŋ,188,3.631964131039999,tAN
roeping,ru - pɪŋ,188,3.631964131039999,ru - pIN
posten,pɔ - stən,188,3.631964131039999,pOs - t@
overlaten,oː - vər - laː - tən,188,3.631964131039999,o - v@r - la - t@
ontwaken,ɔnt - ʋaː - kən,188,3.631964131039999,Ont - wa - k@
onnozel,ɔn - noː - zəl,188,3.631964131039999,O - no - z@l
mirakel,mi - raː - kəl,188,3.631964131039999,mi - ra - k@l
mand,mɑnt,188,3.631964131039999,mAnt
etenstijd,eː - tən - stɛ - ɪt,188,3.631964131039999,e - t@s - tKt
betrappen,bə - trɑ - pən,188,3.631964131039999,b@ - trA - p@
belonen,bə - lɔ - nən,188,3.631964131039999,b@ - lo - n@
afwijking,ɑf - ʋɛ - ɪ - kɪŋ,188,3.631964131039999,Af - wK - kIN
zuinig,zœy - nəx,187,3.629660176130435,zL - n@x
verlichting,vər - lɪx - tɪŋ,187,3.629660176130435,v@r - lIx - tIN
territorium,tɛɾ - ri - toː - ri - ɵm,187,3.629660176130435,tE - ri - to - ri - j}m
superieur,sy - pɪː - ri - ɵr,187,3.629660176130435,sy - p@ - ri - j|r
onweer,ɔn - ʋɪːr,187,3.629660176130435,On - wer
nietsnut,nit - snɵt,187,3.629660176130435,nits - n}t
mix,mɪks,187,3.629660176130435,mIks
kauwgum,kʌʊ - ɣɵm,187,3.629660176130435,kMw - G}m
hersenschudding,hɛr - sən - sxɵ - dɪŋ,187,3.629660176130435,hEr - s@ - sx} - dIN
haan,haːn,187,3.629660176130435,han
gelokt,ɣə - lɔkt,187,3.629660176130435,x@ - lOkt
cijfer,sɛ - ɪ - fər,187,3.629660176130435,sK - f@r
cabine,kaː - bi - nə,187,3.629660176130435,ka - bi - n@
bedekken,bə - dɛ - kən,187,3.629660176130435,b@ - dE - k@
bajes,baː - jəs,187,3.629660176130435,ba - j@s
adel,aː - dəl,187,3.629660176130435,a - d@l
wegnemen,ʋɛɣ - neː - mən,186,3.627343933403254,wEG - ne - m@
verkrachter,vər - krɑx - tər,186,3.627343933403254,v@r - krAx - t@r
vergroten,vər - ɣroː - tən,186,3.627343933403254,v@r - Gro - t@
snik,snɪk,186,3.627343933403254,snIk
overbodig,oː - vər - boː - dəx,186,3.627343933403254,o - v@r - bo - d@x
meesterwerk,meː - stɛr - ʋɛrk,186,3.627343933403254,mes - t@r - wErk
kwaadaardig,kʋaː - daːr - dəx,186,3.627343933403254,kwad - ar - d@x
kloof,kloːf,186,3.627343933403254,klof
klaarkomen,klaːr - koː - mən,186,3.627343933403254,klar - ko - m@
kerker,kɛr - kər,186,3.627343933403254,kEr - k@r
heerser,hɪːr - sər,186,3.627343933403254,her - s@r
goedkeuren,ɣud - køː - rən,186,3.627343933403254,xut - k| - r@
geprogrammeerd,ɣə - proː - ɣrɑ - mɪrt,186,3.627343933403254,x@ - pro - GrA - mert
ertussen,ɛr - tɵ - sən,186,3.627343933403254,Er - t} - s@
el,ɛl,186,3.627343933403254,El
eervol,ɪːr - vɔl,186,3.627343933403254,er - vOl
brievenbus,bri - vən - bɵs,186,3.627343933403254,bri - v@ - b}s
bladzijde,blɑd - zɛ - ɪ - də,186,3.627343933403254,blAt - sK - d@
biologie,bi - oː - loː - ɣi,186,3.627343933403254,bi - jo - lo - Gi
bevriezen,bə - vri - zən,186,3.627343933403254,b@ - vri - z@
beroemdheid,bə - rumdh - ɛ - ɪt,186,3.627343933403254,b@ - rumt - hKt
balen,baː - lən,186,3.627343933403254,ba - l@
assepoester,ɑ - sə - pu - stər,186,3.627343933403254,A - s@ - pus - t@r
verspreiding,vər - sprɛ - ɪ - dɪŋ,185,3.625015271084671,v@r - sprK - dIN
verslaafde,vər - slaːv - də,185,3.625015271084671,v@r - slav - d@
vaten,vaː - tən,185,3.625015271084671,va - t@
vastzitten,vɑst - zɪ - tən,185,3.625015271084671,vAst - sI - t@
vastberaden,vɑst - bɪː - raː - dən,185,3.625015271084671,vAzd - b@ - ra - d@
stomerij,stoː - mə - rɛ - ɪ,185,3.625015271084671,sto - m@ - rK
run,rɵn,185,3.625015271084671,r}n
prikken,prɪ - kən,185,3.625015271084671,prI - k@
musical,my - zi - kɑl,185,3.625015271084671,mju - zi - k@l
koelen,ku - lən,185,3.625015271084671,ku - l@
inlichtingendienst,ɪn - lɪx - tɪŋ - ən - dinst,185,3.625015271084671,In - lIx - tI - N@ - dinst
forensisch,foː - rɛn - sis,185,3.625015271084671,fo - rEn - zis
compagnon,kɔm - pɑɣ - nɔn,185,3.625015271084671,kOm - pAn - jOn
beperken,bə - pɛr - kən,185,3.625015271084671,b@ - pEr - k@
aandenken,aːn - dɛŋ - kən,185,3.625015271084671,an - dEN - k@
zonet,zoː - nɛt,184,3.622674055269768,zo - nEt
verknallen,vərk - nɑ - lən,184,3.622674055269768,v@r - knA - l@
reactor,reː - ɑk - tɔr,184,3.622674055269768,re - jAk - tOr
orkest,ɔr - kɛst,184,3.622674055269768,Or - kEst
ongestraft,ɔn - ɣə - strɑft,184,3.622674055269768,ON - G@ - strAft
nalatenschap,naː - laː - tɛn - sxɑp,184,3.622674055269768,na - la - t@ - sxAp
mondje,mɔnt - jə,184,3.622674055269768,mOnt - j@
heiligen,hɛ - ɪ - lə - ɣən,184,3.622674055269768,hK - l@ - G@
gelijkenis,ɣə - lɛ - ɪ - kə - nɪs,184,3.622674055269768,x@ - lK - k@ - nIs
bourbon,bʌʊr - bɔn,184,3.622674055269768,bur - bOn
bevoegdheid,bə - vuɣdh - ɛ - ɪt,184,3.622674055269768,b@ - vuxt - hKt
barkeeper,bɑr - keː - pər,184,3.622674055269768,bAr - ki - p@r
aansteken,aːn - steː - kən,184,3.622674055269768,an - ste - k@
zoom,zoːm,183,3.620320149876291,zom
voorspel,vɔːr - spɛl,183,3.620320149876291,vor - spEl
vertragen,vər - traː - ɣən,183,3.620320149876291,v@r - tra - G@
verlenen,vər - leː - nən,183,3.620320149876291,v@r - le - n@
tweetjes,tʋeːtʲ - əs,183,3.620320149876291,twe - tj@s
slee,sleː,183,3.620320149876291,sle
schepper,sxɛ - pər,183,3.620320149876291,sxE - p@r
opvallen,ɔp - vɑ - lən,183,3.620320149876291,Op - fA - l@
oppervlakkig,ɔ - pər - vlɑ - kəx,183,3.620320149876291,O - p@r - vlA - k@x
onschadelijk,ɔn - sxaː - də - lək,183,3.620320149876291,On - sxa - d@ - l@k
ondergronds,ɔn - dər - ɣrɔnts,183,3.620320149876291,On - d@r - GrOnts
neutraal,nøː - traːl,183,3.620320149876291,n| - tral
mouw,mʌʊ,183,3.620320149876291,mMw
meedogenloos,meː - doː - ɣən - loːs,183,3.620320149876291,me - do - G@ - los
laars,laːrs,183,3.620320149876291,lars
hip,hɪp,183,3.620320149876291,hIp
hierom,hi - rɔm,183,3.620320149876291,hir - Om
gruwelijk,ɣryw - ə - lək,183,3.620320149876291,xry - w@ - l@k
gedonder,ɣə - dɔn - dər,183,3.620320149876291,x@ - dOn - d@r
bezopen,bə - zoː - pən,183,3.620320149876291,b@ - zo - p@
babysitter,beː - bi - zɪ - tər,183,3.620320149876291,be - bi - sI - t@r
akte,ɑk - tə,183,3.620320149876291,Ak - t@
werker,ʋɛr - kər,182,3.617953416597184,wEr - k@r
vriezer,vri - zər,182,3.617953416597184,vri - z@r
valium,vaː - li - ɵm,182,3.617953416597184,va - li - j}m
uitzonderlijk,œyt - zɔn - dər - lək,182,3.617953416597184,Lt - sOn - d@r - l@k
tevens,teː - vəns,182,3.617953416597184,te - v@ns
tandenborstel,tɑn - dən - bɔr - stɛl,182,3.617953416597184,tAn - d@ - bOr - st@l
stripper,strɪ - pər,182,3.617953416597184,strI - p@r
