Word,IPA,Syllables
verkocht,vərkˈɔxt,vər - kɔxt
eerste,ˈɪːrstə,ɪːr - stə
smaakten,smˈaːktən,smaːk - tən
agenten,aːɣˈɛntən,aː - ɣɛn - tən
klant,klˈɑnt,klɑnt
uitgelaten,ˈœytɣəlˌaːtən,œyt - ɣə - laː - tən
accountants,ˌɑkkʌʊntˈɑnts,ɑk - kʌʊn - tɑnts
ananassen,ˈaːnaːnˌɑsən,aː - naː - nɑ - sən
zakken,zˈɑkən,zɑ - kən
gistermiddag,ɣˈɪstərmˌɪdɑx,ɣɪ - stər - mɪ - dɑx
uur,ˈyr,yr
uitnodigt,ˈœytnˌoːdɪxt,œyt - noː - dɪxt
gearresteerd,ɣəˌɑɾrɛstˈɪrt,ɣə - ɑɾ - rɛ - stɪrt
arrogante,ˌɑɾroːɣˈɑntə,ɑɾ - roː - ɣɑn - tə
wijnen,ʋˈɛɪnən,ʋɛɪ - nən
stationshal,stˈaːʃɔnshˌɑl,staː - ʃɔnsh - ɑl
lekkers,lˈɛkərs,lɛ - kərs
viel,vˈil,vil
wees,ʋˈeːs,ʋeːs
veel,vˈeːl,veːl
elektriciteit,ˌeːlɛktrˌisitˈɛɪt,eː - lɛk - tri - si - tɛɪt
tip,tˈɪp,tɪp
goot,ɣˈoːt,ɣoːt
typiste,tˈipɪstə,ti - pɪ - stə
gooi,ɣˈoːj,ɣoːj
uitsterven,ˈœytstˌɛrvən,œyt - stɛr - vən
reclame,rɛklˈaːmə,rɛ - klaː - mə
goud,ɣˈʌʊt,ɣʌʊt
kees,kˈeːs,keːs
tekent,tˈeːkənt,teː - kənt
vaak,vˈaːk,vaːk
vluchtte,vlˈɵxtə,vlɵx - tə
gulden,ɣˈɵldən,ɣɵl - dən
fruitige,frˈœytəɣə,frœy - tə - ɣə
jaloers,jaːlˈurs,jaː - lurs
besteden,bəstˈeːdən,bə - steː - dən
mogen,mˈoːɣən,moː - ɣən
knappe,knˈɑpə,knɑ - pə
haalde,hˈaːldə,haːl - də
eerder,ˈɪːrdər,ɪːr - dər
uitstekend,ˈœytstˌeːkənt,œyt - steː - kənt
kopen,kˈoːpən,koː - pən
delinquent,dˌeːlɪnkvˈɛnt,deː - lɪnk - vɛnt
nauwkeurig,nʌʊkˈøːrəx,nʌʊ - køː - rəx
diefstal,dˈifstɑl,dif - stɑl
panda,pˈɑndaː,pɑn - daː
klas,klˈɑs,klɑs
deflatie,dɛflˈaːtsi,dɛ - flaːt - si
uitbracht,ˈœytbrˌɑxt,œyt - brɑxt
viert,vˈirt,virt
aangiftes,ˈaːnɣɪftˌɛs,aːn - ɣɪf - tɛs
plezier,pleːzˈir,pleː - zir
friesland,frˈislɑnt,fri - slɑnt
aanlopen,ˈaːnlˌoːpən,aːn - loː - pən
bram,brˈɑm,brɑm
steelt,stˈeːlt,steːlt
rector,rˈɛktɔr,rɛk - tɔr
naakte,nˈaːktə,naːk - tə
overvaller,ˌoːvərvˈɑlər,oː - vər - vɑ - lər
vlotte,vlˈɔtə,vlɔ - tə
rent,rˈɛnt,rɛnt
europese,ˌøːroːpˈeːsə,øː - roː - peː - sə
grondstoffen,ɣrˈɔntstɔfən,ɣrɔnt - stɔ - fən
roos,rˈoːs,roːs
beet,bˈeːt,beːt
lijst,lˈɛɪst,lɛɪst
stof,stˈɔf,stɔf
werk,ʋˈɛrk,ʋɛrk
slachtoffer,slˈɑxtɔfər,slɑx - tɔ - fər
oma,ˈoːmaː,oː - maː
ontglipt,ɔntɣlˈɪpt,ɔnt - ɣlɪpt
oude,ˈʌʊdə,ʌʊ - də
verslikte,vərslˈɪktə,vər - slɪk - tə
keuze,kˈøːzə,køː - zə
wereld,ʋˈɪːrəlt,ʋɪː - rəlt
begeleid,bəɣəlˈɛɪt,bə - ɣə - lɛɪt
staker,stˈaːkər,staː - kər
plassen,plˈɑsən,plɑ - sən
voorkomen,vˈɔːrkˌoːmən,vɔːr - koː - mən
tor,tˈɔr,tɔr
kamp,kˈɑmp,kɑmp
veegde,vˈeːɣdə,veːɣ - də
beroemdheid,bərˈumdhɛɪt,bə - rum - dhɛɪt
onredelijk,ɔnrˈeːdələk,ɔn - reː - də - lək
rotzooi,rˈɔtzoːj,rɔt - zoːj
onbeleefd,ɔnbəlˈeːft,ɔn - bə - leːft
wellicht,ʋˈɛlɪxt,ʋɛ - lɪxt
repareerde,rˌeːpaːrˈɪrdə,reː - paː - rɪr - də
reizen,rˈɛɪzən,rɛɪ - zən
fladderen,flˈɑdərən,flɑ - də - rən
geworden,ɣəʋˈɔrdən,ɣə - ʋɔr - dən
gemaakt,ɣəmˈaːkt,ɣə - maːkt
kon,kˈɔn,kɔn
stevige,stˈeːvəɣə,steː - və - ɣə
onderzocht,ˈɔndərzˌɔxt,ɔn - dər - zɔxt
meeste,mˈeːstə,meː - stə
bouw,bˈʌʊ,bʌʊ
congres,kɔnɣrˈɛs,kɔn - ɣrɛs
dronkaard,drˈɔŋkaːrt,drɔŋ - kaːrt
uitslag,ˈœytslˌɑx,œyt - slɑx
wanneer,ʋɑnˈɪr,ʋɑ - nɪr
bolletje,bˈɔlɛtʲə,bɔ - lɛtʲ - ə
geschilderd,ɣəsxˈɪldərt,ɣə - sxɪl - dərt
echte,ˈɛxtə,ɛx - tə
penseel,pɛnsˈeːl,pɛn - seːl
eerst,ˈɪːrst,ɪːrst
overtreders,ˌoːvərtrˈeːdərs,oː - vər - treː - dərs
gebracht,ɣəbrˈɑxt,ɣə - brɑxt
delhi,dˈɛlhi,dɛlh - i
indruk,ˈɪndrˌɵk,ɪn - drɵk
nederland,nˈeːdərlˌɑnt,neː - dər - lɑnt
spits,spˈɪts,spɪts
zonnige,zˈɔnəɣə,zɔ - nə - ɣə
streelde,strˈeːldə,streːl - də
beschuldigde,bəsxˈɵldɪɣdə,bə - sxɵl - dɪɣ - də
bangerik,bˈɑŋɪːrˌɪk,bɑŋ - ɪː - rɪk
onduidelijk,ɔndˈœydələk,ɔn - dœy - də - lək
kruising,krˈœyzɪŋ,krœy - zɪŋ
zoete,zˈutə,zu - tə
krullen,krˈɵlən,krɵ - lən
piano,piˈaːnoː,pi - aː - noː
gebakken,ɣəbˈɑkən,ɣə - bɑ - kən
gevuld,ɣəvˈɵlt,ɣə - vɵlt
benul,bənˈɵl,bə - nɵl
overvalt,ˌoːvərvˈɑlt,oː - vər - vɑlt
blinde,blˈɪndə,blɪn - də
kapper,kˈɑpər,kɑ - pər
wedstrijd,ʋˈɛtstrɛɪt,ʋɛt - strɛɪt
verkiezingen,vərkˈizɪŋən,vər - ki - zɪŋ - ən
geliefde,ɣəlˈivdə,ɣə - liv - də
verkoper,vərkˈoːpər,vər - koː - pər
terrorist,tˌɛɾroːrˈɪst,tɛɾ - roː - rɪst
journalist,ʒˌurnaːlˈɪst,ʒur - naː - lɪst
atleet,ɑtlˈeːt,ɑt - leːt
was,ʋˈɑs,ʋɑs
voelde,vˈuldə,vul - də
zorgde,zˈɔrɣdə,zɔrɣ - də
genoegen,ɣənˈuɣən,ɣə - nu - ɣən
gooien,ɣˈoːjən,ɣoː - jən
voltallige,vɔltˈɑləɣə,vɔl - tɑ - lə - ɣə
tennissen,tˈɛnɪsən,tɛ - nɪ - sən
vierhonderd,vˈirhɔndərt,virh - ɔn - dərt
groenteboer,ɣrˌuntəbˈur,ɣrun - tə - bur
dader,dˈaːdər,daː - dər
brandstof,brˈɑndstɔf,brɑnd - stɔf
vakantie,vaːkˈɑntsi,vaː - kɑnt - si
stijgen,stˈɛɪɣən,stɛɪ - ɣən
kortere,kˈɔrtərə,kɔr - tə - rə
race,(en)ɹˈeɪs(nl),(en)ɹ - e - ɪs(nl)
door,dˈoːr,doːr
musicus,mˈyzikˌɵs,my - zi - kɵs
at,ˈɑt,ɑt
lisa,lˈizaː,li - zaː
flauw,flˈʌʊ,flʌʊ
prestatie,prɛstˈaːtsi,prɛ - staːt - si
broodje,brˈoːtjə,broːt - jə
ruches,rɵxˈɛs,rɵx - ɛs
perceel,pɛrsˈeːl,pɛr - seːl
bandana,bɑndˈaːnaː,bɑn - daː - naː
champagne,ʃɑmpˈɑɲə,ʃɑm - pɑɲ - ə
reus,rˈøːs,røːs
ontslagen,ɔntslˈaːɣən,ɔnt - slaː - ɣən
die,dˈi,di
is,ˈɪs,ɪs
tafel,tˈaːfəl,taː - fəl
rumoerige,rymˈurəɣə,ry - mu - rə - ɣə
toenemend,tˈunˌeːmənt,tu - neː - mənt
huis,hˈœys,hœys
kennissen,kˈɛnɪsən,kɛ - nɪ - sən
overstuur,ˌoːvərstˈyr,oː - vər - styr
over,ˈoːvər,oː - vər
heropende,hɛrˈoːpəndə,hɛ - roː - pən - də
bureau,byrˈoː,by - roː
dag,dˈɑx,dɑx
anonieme,ˌaːnoːnˈimə,aː - noː - ni - mə
vriendelijk,vrˈindələk,vrin - də - lək
hopelijk,hˈoːpələk,hoː - pə - lək
kooi,kˈoːj,koːj
serveerster,sˈɛrvɪːrstər,sɛr - vɪːr - stər
beschermheer,bəsxˈɛrmhɪːr,bə - sxɛrmh - ɪːr
terug,tərˈɵx,tə - rɵx
zanger,zˈɑŋər,zɑŋ - ər
peter,pˈeːtər,peː - tər
wanhopig,ʋɑnhˈoːpəx,ʋɑnh - oː - pəx
chique,ʃˈik,ʃik
tevreden,təvrˈeːdən,tə - vreː - dən
griekenland,ɣrˈikənlˌɑnt,ɣri - kən - lɑnt
dronken,drˈɔŋkən,drɔŋ - kən
iemand,ˈimɑnt,i - mɑnt
blonde,blˈɔndə,blɔn - də
vastgelegd,vˈɑstɣəlˌɛxt,vɑst - ɣə - lɛxt
boeiende,bˈujəndə,bu - jən - də
waard,ʋˈaːrt,ʋaːrt
trek,trˈɛk,trɛk
vincent,vɪnsˈɛnt,vɪn - sɛnt
ervaart,ɛrvˈaːrt,ɛr - vaːrt
gewelddadige,ɣəʋɛldˈaːdəɣə,ɣə - ʋɛl - daː - də - ɣə
toespraak,tˈusprˌaːk,tu - spraːk
succes,sɵksˈɛs,sɵk - sɛs
poster,pˈɔstər,pɔ - stər
instrueert,ˈɪnstryˌɪrt,ɪn - stry - ɪrt
gedetineerde,ɣədˌeːtinˈɪrdə,ɣə - deː - ti - nɪr - də
maand,mˈaːnt,maːnt
haar,hˈaːr,haːr
belegd,bəlˈɛxt,bə - lɛxt
verzorgt,vərzˈɔrxt,vər - zɔrxt
boterham,bˈoːtərhˌɑm,boː - tərh - ɑm
locatie,loːkˈaːtsi,loː - kaːt - si
twijgen,tʋˈɛɪɣən,tʋɛɪ - ɣən
intens,ˈɪntəns,ɪn - təns
voert,vˈurt,vurt
tentamen,tɛntˈaːmən,tɛn - taː - mən
bol,bˈɔl,bɔl
stond,stˈɔnt,stɔnt
botte,bˈɔtə,bɔ - tə
af,ˈɑf,ɑf
bestemming,bəstˈɛmɪŋ,bə - stɛ - mɪŋ
firma,fˈɪrmaː,fɪr - maː
werknemer,ʋˈɛrknˌeːmər,ʋɛrk - neː - mər
stal,stˈɑl,stɑl
plastic,plˈɑstɪk,plɑ - stɪk
honden,hˈɔndən,hɔn - dən
tegen,tˈeːɣən,teː - ɣən
gekeurd,ɣəkˈøːrt,ɣə - køːrt
vraagt,vrˈaːxt,vraːxt
filmster,fˈɪlmstər,fɪlm - stər
grijpt,ɣrˈɛɪpt,ɣrɛɪpt
paspoort,pˈɑspɔːrt,pɑ - spɔːrt
raken,rˈaːkən,raː - kən
einde,ˈɛɪndə,ɛɪn - də
voornaamste,vˈɔːrnaːmstə,vɔːr - naːm - stə
station,staːʃˈɔn,staː - ʃɔn
onaardige,ɔnˈaːrdəɣə,ɔ - naːr - də - ɣə
heerlijk,hˈɪːrlək,hɪːr - lək
duitsland,dˈœytslɑnt,dœyt - slɑnt
plaats,plˈaːts,plaːts
laaiend,lˈaːjənt,laː - jənt
gevaarlijke,ɣəvˈaːrləkə,ɣə - vaːr - lə - kə
route,rˈutə,ru - tə
eendenjacht,ˈeːndəɲˌɑxt,eːn - dəɲ - ɑxt
groeperingen,ɣrupˈɪːrɪŋən,ɣru - pɪː - rɪŋ - ən
moet,mˈut,mut
helemaal,hˌeːləmˈaːl,heː - lə - maːl
zwitserse,zʋˈɪtsɛrsə,zʋɪt - sɛr - sə
overtuigde,ˌoːvərtˈœyɣdə,oː - vər - tœyɣ - də
hulpverlener,hˈɵlpvərlˌeːnər,hɵlp - vər - leː - nər
klompen,klˈɔmpən,klɔm - pən
klassieke,klɑsˈikə,klɑ - si - kə
kleren,klˈɪːrən,klɪː - rən
stortte,stˈɔrtə,stɔr - tə
verkoopt,vərkˈoːpt,vər - koːpt
poezen,pˈuzən,pu - zən
schuldig,sxˈɵldəx,sxɵl - dəx
kersverse,kˈɛrsfɛrsə,kɛr - sfɛr - sə
komt,kˈɔmt,kɔmt
gered,ɣərˈɛt,ɣə - rɛt
lezer,lˈeːzər,leː - zər
zelf,zˈɛlf,zɛlf
bakker,bˈɑkər,bɑ - kər
hippe,hˈɪpə,hɪ - pə
lekker,lˈɛkər,lɛ - kər
zwembad,zʋˈɛmbɑt,zʋɛm - bɑt
ballerina,bˌɑlɪːrˈinaː,bɑ - lɪː - ri - naː
rood,rˈoːt,roːt
spaanse,spˈaːnsə,spaːn - sə
kan,kˈɑn,kɑn
zij,zˈɛɪ,zɛɪ
vrije,vrˈɛɪə,vrɛɪ - ə
haalt,hˈaːlt,haːlt
bejaarde,bəjˈaːrdə,bə - jaːr - də
opgenomen,ˈɔpɣənˌoːmən,ɔp - ɣə - noː - mən
piloot,pilˈoːt,pi - loːt
doos,dˈoːs,doːs
zetten,zˈɛtən,zɛ - tən
werknemers,ʋˈɛrknˌeːmərs,ʋɛrk - neː - mərs
termijn,tɛrmˈɛɪn,tɛr - mɛɪn
vast,vˈɑst,vɑst
succesvolle,sˈɵksɛsfˌɔlə,sɵk - sɛ - sfɔ - lə
goedkope,ɣudkˈoːpə,ɣud - koː - pə
kleurige,klˈøːrəɣə,kløː - rə - ɣə
gescheurde,ɣəsxˈøːrdə,ɣə - sxøːr - də
collega,kɔlˈeːɣaː,kɔ - leː - ɣaː
uitnodigde,ˈœytnˌoːdɪɣdə,œyt - noː - dɪɣ - də
aanprees,ˈaːnprˌeːs,aːn - preːs
bukte,bˈɵktə,bɵk - tə
programma,proːɣrˈɑmaː,proː - ɣrɑ - maː
kwamen,kʋˈaːmən,kʋaː - mən
verlaten,vərlˈaːtən,vər - laː - tən
troepen,trˈupən,tru - pən
geserveerd,ɣəsɛrvˈɪrt,ɣə - sɛr - vɪrt
koning,kˈoːnɪŋ,koː - nɪŋ
pezen,pˈeːzən,peː - zən
malafide,mˈaːlaːfˌidə,maː - laː - fi - də
lucratieve,lˌɵkraːtˈivə,lɵ - kraː - ti - və
taxateur,tˌɑksaːtˈøːr,tɑk - saː - tøːr
studenten,stydˈɛntən,sty - dɛn - tən
inge,ˈɪŋə,ɪŋ - ə
gewonde,ɣəʋˈɔndə,ɣə - ʋɔn - də
winnaar,ʋˈɪnaːr,ʋɪ - naːr
toekomst,tˈukˌɔmst,tu - kɔmst
betaalde,bətˈaːldə,bə - taːl - də
verdachte,vərdˈɑxtə,vər - dɑx - tə
hoofd,hˈoːft,hoːft
rustige,rˈɵstəɣə,rɵ - stə - ɣə
afgevoerd,ˈɑfɣəvˌurt,ɑf - ɣə - vurt
daar,dˈaːr,daːr
straat,strˈaːt,straːt
mee,mˈeː,meː
diner,dinˈeː,di - neː
berisping,bərˈɪspɪŋ,bə - rɪ - spɪŋ
blauwe,blˈʌʊə,blʌʊ - ə
vitamine,vˌitaːmˈinə,vi - taː - mi - nə
krijgt,krˈɛɪxt,krɛɪxt
keurig,kˈøːrəx,køː - rəx
vraag,vrˈaːx,vraːx
houten,hˈʌʊtən,hʌʊ - tən
koningin,kˌoːnɪɣˈɪn,koː - nɪ - ɣɪn
helpt,hˈɛlpt,hɛlpt
of,ˈɔf,ɔf
kleding,klˈeːdɪŋ,kleː - dɪŋ
duurste,dˈyrstə,dyr - stə
kaas,kˈaːs,kaːs
wilde,ʋˈɪldə,ʋɪl - də
rende,rˈɛndə,rɛn - də
gunstige,ɣˈɵnstəɣə,ɣɵn - stə - ɣə
beest,bˈeːst,beːst
pepers,pˈeːpərs,peː - pərs
ontslag,ɔntslˈɑx,ɔnt - slɑx
bruiloft,brˈœylɔft,brœy - lɔft
eindhoven,ɛɪndhˈoːvən,ɛɪndh - oː - vən
president,prˌeːzidˈɛnt,preː - zi - dɛnt
bedelaar,bˈeːdəlˌaːr,beː - də - laːr
bezoekt,bəzˈukt,bə - zukt
meer,mˈɪːr,mɪːr
huilt,hˈœylt,hœylt
toehoorder,tˈuhˌɔːrdər,tuh - ɔːr - dər
zingen,zˈɪŋən,zɪŋ - ən
bereiken,bərˈɛɪkən,bə - rɛɪ - kən
sollicitaties,sˌɔlisitˈaːtsis,sɔ - li - si - taːt - sis
net,nˈɛt,nɛt
zich,zˈɪx,zɪx
bondscoach,bˈɔndskoːtʃ,bɔnd - skoːtʃ
schoon,sxˈoːn,sxoːn
maar,mˈaːr,maːr
kopers,kˈoːpərs,koː - pərs
slachthuis,slˈɑxtœys,slɑx - tœys
gezellige,ɣəzˈɛləɣə,ɣə - zɛ - lə - ɣə
scholieren,sxoːlˈirən,sxoː - li - rən
strakke,strˈɑkə,strɑ - kə
ter,tˈɛr,tɛr
zaten,zˈaːtən,zaː - tən
kleuter,klˈøːtər,kløː - tər
dominee,dˌoːminˈeː,doː - mi - neː
beheerder,bəhˈɪːrdər,bəh - ɪːr - dər
commentaar,kɔmˈɛntaːr,kɔ - mɛn - taːr
niksen,nˈɪksən,nɪk - sən
besluit,bəslˈœyt,bə - slœyt
deur,dˈøːr,døːr
gemist,ɣəmˈɪst,ɣə - mɪst
positie,poːzˈitsi,poː - zit - si
zeventig,zˈeːvəntəx,zeː - vən - təx
continu,kˈɔntinˌy,kɔn - ti - ny
olympisch,oːlˈɪmpis,oː - lɪm - pis
beren,bˈɪːrən,bɪː - rən
huilende,hˈœyləndə,hœy - lən - də
tank,tˈɑŋk,tɑŋk
sarah,sˈaːrɑh,saː - rɑh
hoge,hˈoːɣə,hoː - ɣə
pubers,pˈybərs,py - bərs
jaren,jˈaːrən,jaː - rən
westerse,ʋɛstˈɛrsə,ʋɛ - stɛr - sə
smeekte,smˈeːktə,smeːk - tə
getale,ɣətˈaːlə,ɣə - taː - lə
handen,hˈɑndən,hɑn - dən
directeur,dˌirɛktˈøːr,di - rɛk - tøːr
steeds,stˈeːts,steːts
zak,zˈɑk,zɑk
tandarts,tˈɑndɑrts,tɑn - dɑrts
wegstuurt,ʋˈɛxstˌyrt,ʋɛx - styrt
agressieve,ˌɑɣrɛsˈivə,ɑ - ɣrɛ - si - və
plukjes,plˈɵkjəs,plɵk - jəs
magere,mˈaːɣərə,maː - ɣə - rə
gehoorzaamt,ɣəhˈɔːrzaːmt,ɣəh - ɔːr - zaːmt
melding,mˈɛldɪŋ,mɛl - dɪŋ
derde,dˈɛrdə,dɛr - də
ik,ˈɪk,ɪk
corrupte,kˈɔɾrɵptə,kɔɾ - rɵp - tə
tenen,tˈeːnən,teː - nən
tandem,tˈɑndəm,tɑn - dəm
bezoek,bəzˈuk,bə - zuk
krijgen,krˈɛɪɣən,krɛɪ - ɣən
jam,jˈɑm,jɑm
verbergen,vərbˈɛrɣən,vər - bɛr - ɣən
school,sxˈoːl,sxoːl
gemixte,ɣəmˈɪkstə,ɣə - mɪk - stə
plank,plˈɑŋk,plɑŋk
pruik,prˈœyk,prœyk
borstholte,bˈɔrstɔltə,bɔr - stɔl - tə
plantje,plˈɑntʲə,plɑntʲ - ə
flessen,flˈɛsən,flɛ - sən
zowel,zoːʋˈɛl,zoː - ʋɛl
garage,ɣaːrˈaːʒə,ɣaː - raː - ʒə
tegenwoordig,tˈeːɣənʋˌɔːrdəx,teː - ɣən - ʋɔːr - dəx
opvangt,ˈɔpvɑŋt,ɔp - vɑŋt
gladde,ɣlˈɑdə,ɣlɑ - də
gemene,ɣəmˈeːnə,ɣə - meː - nə
voort,vˈɔːrt,vɔːrt
krijg,krˈɛɪx,krɛɪx
wonen,ʋˈɔnən,ʋɔ - nən
hem,hˈɛm,hɛm
techneut,tˈɛxnøːt,tɛx - nøːt
tijger,tˈɛɪɣər,tɛɪ - ɣər
meest,mˈeːst,meːst
moment,moːmˈɛnt,moː - mɛnt
schreeuwden,sxrˈeʊdən,sxreʊ - dən
talrijke,tˈɑlrɛɪkə,tɑl - rɛɪ - kə
staking,stˈaːkɪŋ,staː - kɪŋ
dit,dˈɪt,dɪt
park,pˈɑrk,pɑrk
tenten,tˈɛntən,tɛn - tən
gewerkt,ɣəʋˈɛrkt,ɣə - ʋɛrkt
patricia,pˈɑtriʃˌaː,pɑ - tri - ʃaː
prinses,prɪnsˈɛs,prɪn - sɛs
omdat,ˈɔmdɑt,ɔm - dɑt
sonja,sˈɔɲaː,sɔɲ - aː
kromme,krˈɔmə,krɔ - mə
peetoom,peːtˈoːm,peː - toːm
verhoord,vərhˈɔːrt,vərh - ɔːrt
verborgen,vərbˈɔrɣən,vər - bɔr - ɣən
er,ˈər,ər
terugval,tərˈɵxvˌɑl,tə - rɵx - vɑl
camera,kˈaːmərˌaː,kaː - mə - raː
alarmeren,ˌaːlɑrmˈɪːrən,aː - lɑr - mɪː - rən
overvallers,ˌoːvərvˈɑlərs,oː - vər - vɑ - lərs
leveren,lˈeːvərən,leː - və - rən
pantalon,pˌɑntaːlˈɔn,pɑn - taː - lɔn
vrouwtje,vrˈʌʊtʲə,vrʌʊtʲ - ə
gingen,ɣˈɪŋən,ɣɪŋ - ən
mooie,mˈoːjə,moː - jə
zuiden,zˈœydən,zœy - dən
gans,ɣˈɑns,ɣɑns
voldoende,vˈɔldundə,vɔl - dun - də
talloze,tˈɑlloːzə,tɑl - loː - zə
nog,nˈɔx,nɔx
bokser,bˈɔksər,bɔk - sər
staan,stˈaːn,staːn
vroeg,vrˈux,vrux
pruillip,prˈœylɪp,prœy - lɪp
tijdens,tˈɛɪdəns,tɛɪ - dəns
pyjama,pijˈaːmaː,pi - jaː - maː
troon,trˈoːn,troːn
teamleider,tˈiːmlɛɪdər,tiːm - lɛɪ - dər
dame,dˈaːmə,daː - mə
ochtendmis,ˈɔxtəndmˌɪs,ɔx - tənd - mɪs
eens,ˈeːns,eːns
koekje,kˈukjə,kuk - jə
bewaker,bəʋˈaːkər,bə - ʋaː - kər
asbak,ˈɑzbɑk,ɑz - bɑk
verzint,vərzˈɪnt,vər - zɪnt
karin,kˈaːrɪn,kaː - rɪn
verbaasde,vərbˈaːzdə,vər - baːz - də
laatst,lˈaːtst,laːtst
uit,ˈœyt,œyt
diadeem,dˌiaːdˈeːm,di - aː - deːm
opstelde,ˈɔpstɛldə,ɔp - stɛl - də
hulp,hˈɵlp,hɵlp
strenge,strˈɛŋə,strɛŋ - ə
springen,sprˈɪŋən,sprɪŋ - ən
snelweg,snˈɛlʋɛx,snɛl - ʋɛx
tuberculose,tˈybərkˌyloːsə,ty - bər - ky - loː - sə
vreugde,vrˈøːɣdə,vrøːɣ - də
varkenshaar,vˈɑrkɛnʃˌaːr,vɑr - kɛn - ʃaːr
rond,rˈɔnt,rɔnt
organisatie,ˌɔrɣaːnizˈaːtsi,ɔr - ɣaː - ni - zaːt - si
ingedeeld,ˈɪnɣədˌeːlt,ɪn - ɣə - deːlt
decor,dˈeːkɔr,deː - kɔr
eerlijk,ˈɪːrlək,ɪːr - lək
terras,tˈɛɾrɑs,tɛɾ - rɑs
leerling,lˈɪːrlɪŋ,lɪːr - lɪŋ
emmer,ˈɛmər,ɛ - mər
serveert,sɛrvˈɪrt,sɛr - vɪrt
vriend,vrˈint,vrint
verse,vərsˈeː,vər - seː
volop,vˈoːlɔp,voː - lɔp
zwarte,zʋˈɑrtə,zʋɑr - tə
snoezige,snˈuzəɣə,snu - zə - ɣə
zes,zˈɛs,zɛs
vieren,vˈirən,vi - rən
dochter,dˈɔxtər,dɔx - tər
propellor,prˈoːpɛlˌɔr,proː - pɛ - lɔr
peuters,pˈøːtərs,pøː - tərs
ster,stˈɛr,stɛr
morgen,mˈɔrɣən,mɔr - ɣən
touwen,tˈʌʊən,tʌʊ - ən
komen,kˈoːmən,koː - mən
anders,ˈɑndərs,ɑn - dərs
verwijderen,vərʋˈɛɪdərən,vər - ʋɛɪ - də - rən
lopend,lˈoːpənt,loː - pənt
eisen,ˈɛɪzən,ɛɪ - zən
juf,jˈɵf,jɵf
startte,stˈɑrtə,stɑr - tə
past,pˈɑst,pɑst
publiek,pɵblˈik,pɵ - blik
gekocht,ɣəkˈɔxt,ɣə - kɔxt
macht,mˈɑxt,mɑxt
producten,prˈoːdɵktən,proː - dɵk - tən
professor,prˈoːfɛsˌɔr,proː - fɛ - sɔr
weer,ʋˈɪːr,ʋɪːr
lenen,lˈeːnən,leː - nən
zangeres,zˌɑŋərˈɛs,zɑŋ - ə - rɛs
meldden,mˈɛldən,mɛl - dən
tamboerijn,tˌɑmburˈɛɪn,tɑm - bu - rɛɪn
zijn,zˈɛɪn,zɛɪn
landgoed,lˈɑndɣˌut,lɑnd - ɣut
droeg,drˈux,drux
kilometer,kˈiloːmˌeːtər,ki - loː - meː - tər
gebied,ɣəbˈit,ɣə - bit
meisje,mˈɛɪsjə,mɛɪs - jə
verhelpen,vərhˈɛlpən,vərh - ɛl - pən
snelle,snˈɛlə,snɛ - lə
bossen,bˈɔsən,bɔ - sən
je,jˈə,jə
jaar,jˈaːr,jaːr
tennisser,tˈɛnɪsər,tɛ - nɪ - sər
vorig,vˈoːrəx,voː - rəx
stoer,stˈur,stur
beurs,bˈøːrs,bøːrs
dames,dˈaːməs,daː - məs
trompet,trɔmpˈɛt,trɔm - pɛt
politieagent,poːlˈitsiaːɣˌɛnt,poː - lit - si - aː - ɣɛnt
water,ʋˈaːtər,ʋaː - tər
paniek,paːnˈik,paː - nik
gebruikte,ɣəbrˈœyktə,ɣə - brœyk - tə
inschakelde,ˈɪnsxˌaːkəldə,ɪn - sxaː - kəl - də
altijd,ˈɑltɛɪt,ɑl - tɛɪt
partijdig,pɑrtˈɛɪdəx,pɑr - tɛɪ - dəx
arresteert,ˌɑɾrɛstˈɪrt,ɑɾ - rɛ - stɪrt
bowlers,bˈɔʋlərs,bɔʋ - lərs
vermoord,vərmˈɔːrt,vər - mɔːrt
bedrieger,bədrˈiɣər,bə - dri - ɣər
dieren,dˈirən,di - rən
nauwelijks,nˈʌʊələks,nʌʊ - ə - ləks
goede,ɣˈudə,ɣu - də
juichen,jˈœyxən,jœyx - ən
signaleert,sˌɪɲaːlˈɪrt,sɪɲ - aː - lɪrt
verslaafde,vərslˈaːvdə,vər - slaːv - də
kaarsen,kˈaːrsən,kaːr - sən
smaakte,smˈaːktə,smaːk - tə
verzekerd,vərzˈeːkərt,vər - zeː - kərt
dwaze,dʋˈaːzə,dʋaː - zə
aarde,ˈaːrdə,aːr - də
wordt,ʋˈɔrt,ʋɔrt
overtreder,ˌoːvərtrˈeːdər,oː - vər - treː - dər
gestorven,ɣəstˈɔrvən,ɣə - stɔr - vən
vandalisme,vɑndaːlˈɪsmə,vɑn - daː - lɪ - smə
hele,hˈeːlə,heː - lə
punt,pˈɵnt,pɵnt
stand,stˈɑnt,stɑnt
storm,stˈɔrm,stɔrm
zeebodem,zˈeːbˌoːdəm,zeː - boː - dəm
met,mˈɛt,mɛt
inbreker,ˈɪnbrˌeːkər,ɪn - breː - kər
dichter,dˈɪxtər,dɪx - tər
bos,bˈɔs,bɔs
vandaag,vɑndˈaːx,vɑn - daːx
pitbulls,pˈɪtbɵls,pɪt - bɵls
beschuit,bəsxˈœyt,bə - sxœyt
